CD_PROGRAMA_IES,AN_BASE,CD_AREA_AVALIACAO,CONCEITO_PROGRAMA,Total_docentes,Mulheres,Homens,Brasileiros,Estrangeiros,QTDE_Regime_Parcial,QTDE_Regime_Integral,QTDE_Regime_Exclusivo,QTDE_Prof_Doutor,QTDE_Prof_NaoDoutor,QTDE_titulados_Brasil,QTDE_titulados_Exterior,Profs_Colaboradores,Profs_ServidoresPublicos,Profs_VinculoCLT,Profs_Aposentados,Profs_BolsaDeFixacao,Total_cursos,MEDIA_CONCEITO_CURSO
33004030017P7,2018,34,4,28,14,14,27,1,0,27,1,28,0,26,2,0,27,1,0,0,2,4.0
33004030017P7,2019,34,4,23,9,14,22,1,0,22,1,23,0,22,1,0,22,1,0,0,2,4.0
33004030055P6,2013,25,4,20,12,8,20,0,2,3,15,20,0,20,0,2,13,2,1,2,2,4.0
33004030055P6,2014,25,4,23,14,9,23,0,4,2,17,23,0,23,0,4,14,2,1,2,2,4.0
33004030055P6,2015,25,4,19,12,7,19,0,4,1,14,19,0,19,0,4,11,3,0,1,2,4.0
33004030055P6,2016,25,4,20,13,7,20,0,5,1,14,20,0,20,0,5,11,3,0,1,2,4.0
33004030055P6,2017,25,4,19,11,8,19,0,4,0,15,19,0,19,0,4,11,3,0,1,2,4.0
33004030055P6,2018,25,4,20,12,8,20,0,5,0,15,20,0,20,0,5,11,3,0,1,2,4.0
33004030055P6,2019,25,4,18,9,9,18,0,5,0,13,18,0,18,0,5,7,3,0,3,2,4.0
33004030059P1,2013,18,6,21,8,13,21,0,0,21,0,21,0,21,0,0,21,0,0,0,2,6.0
33004030059P1,2014,18,6,23,10,13,23,0,0,22,1,23,0,23,0,0,23,0,0,0,2,6.0
33004030059P1,2015,18,6,22,9,13,22,0,1,20,1,22,0,22,0,1,21,0,0,0,2,6.0
33004030059P1,2016,18,6,22,9,13,22,0,1,20,1,22,0,22,0,1,21,0,0,0,2,6.0
33004030059P1,2017,18,6,24,10,14,24,0,2,20,2,24,0,23,1,1,21,1,0,1,2,6.0
33004030059P1,2018,18,6,22,10,12,22,0,2,18,2,22,0,22,0,1,19,1,0,1,2,6.0
33004030059P1,2019,18,6,23,11,12,23,0,3,18,2,23,0,23,0,2,19,1,0,1,2,6.0
33004030072P8,2013,4,7,59,25,34,58,1,0,32,27,58,1,54,5,0,57,2,0,0,2,7.0
33004030072P8,2014,4,7,59,25,34,58,1,0,32,27,58,1,54,5,0,57,2,0,0,2,7.0
33004030072P8,2015,4,7,59,25,34,58,1,0,28,31,58,1,54,5,0,54,5,0,0,2,7.0
33004030072P8,2016,4,7,59,25,34,58,1,0,28,31,58,1,54,5,0,54,5,0,0,2,7.0
33004030072P8,2017,4,7,64,24,40,62,2,0,26,38,64,0,60,4,0,53,11,0,0,2,7.0
33004030072P8,2018,4,7,66,25,41,64,2,0,27,39,65,1,62,4,0,55,11,0,0,2,7.0
33004030072P8,2019,4,7,67,26,41,64,3,0,27,40,66,1,63,4,0,54,13,0,0,2,7.0
33004030077P0,2013,48,5,23,11,12,23,0,2,14,7,23,0,23,0,1,21,0,1,0,2,5.0
33004030077P0,2014,48,5,25,13,12,25,0,3,14,8,25,0,25,0,1,23,0,1,0,2,5.0
33004030077P0,2015,48,5,25,13,12,25,0,3,14,8,25,0,25,0,1,23,0,1,0,2,5.0
33004030077P0,2016,48,5,25,12,13,25,0,3,14,8,25,0,25,0,1,23,0,1,0,2,5.0
33004030077P0,2017,48,6,28,14,14,28,0,3,13,12,28,0,28,0,2,24,2,0,0,2,6.0
33004030077P0,2018,48,6,29,15,14,28,1,3,13,13,29,0,29,0,2,24,3,0,0,2,6.0
33004030077P0,2019,48,6,30,16,14,29,1,3,13,14,30,0,30,0,2,25,3,0,0,2,6.0
33004030078P6,2013,19,5,19,12,7,19,0,0,3,16,19,0,18,1,0,18,0,0,1,2,5.0
33004030078P6,2014,19,5,21,15,6,21,0,0,2,19,21,0,21,0,0,18,2,0,1,2,5.0
33004030078P6,2015,19,5,22,16,6,22,0,1,2,19,22,0,22,0,1,17,3,0,1,2,5.0
33004030078P6,2016,19,5,24,16,8,24,0,1,3,20,24,0,24,0,1,19,3,0,1,2,5.0
33004030078P6,2017,19,6,25,16,9,25,0,1,3,21,25,0,25,0,1,20,3,0,1,2,6.0
33004030078P6,2018,19,6,25,16,9,25,0,1,3,21,25,0,25,0,1,20,3,0,1,2,6.0
33004030078P6,2019,19,6,23,14,9,23,0,0,2,21,23,0,23,0,0,21,2,0,0,2,6.0
33004030079P2,2013,38,4,44,25,19,44,0,0,44,0,44,0,44,0,0,43,0,1,0,2,4.0
33004030079P2,2014,38,4,49,29,20,49,0,0,44,5,49,0,49,0,0,48,0,1,0,2,4.0
33004030079P2,2015,38,4,45,26,19,45,0,0,40,5,45,0,45,0,0,44,0,1,0,2,4.0
33004030079P2,2016,38,4,42,25,17,42,0,0,37,5,42,0,42,0,0,41,0,1,0,2,4.0
33004030079P2,2017,38,5,47,29,18,47,0,0,38,9,47,0,46,1,0,42,4,1,0,2,5.0
33004030079P2,2018,38,5,43,26,17,43,0,0,34,9,43,0,42,1,0,38,4,1,0,2,5.0
33004030079P2,2019,38,5,39,25,14,39,0,0,29,10,39,0,39,0,0,35,4,0,0,2,5.0
33004030080P0,2013,28,3,11,2,9,11,0,0,10,1,11,0,11,0,1,8,2,0,0,1,3.0
33004030080P0,2014,28,3,9,1,8,9,0,0,9,0,9,0,9,0,1,6,2,0,0,1,3.0
33004030080P0,2015,28,3,9,1,8,9,0,0,9,0,9,0,9,0,1,6,2,0,0,1,3.0
33004030080P0,2016,28,3,9,1,8,9,0,0,9,0,9,0,9,0,1,6,2,0,0,1,3.0
33004030080P0,2017,28,4,9,2,7,9,0,0,2,7,9,0,9,0,1,8,0,0,0,1,4.0
33004030080P0,2018,28,4,9,2,7,9,0,0,2,7,9,0,9,0,1,8,0,0,0,2,4.0
33004030080P0,2019,28,4,15,4,11,15,0,1,3,11,15,0,15,0,1,14,0,0,0,2,4.0
33004030081P7,2013,19,6,24,11,13,23,1,1,2,21,24,0,22,2,1,14,8,1,0,2,6.0
33004030081P7,2014,19,6,24,12,12,23,1,1,1,22,24,0,21,3,1,12,10,1,0,2,6.0
33004030081P7,2015,19,6,25,14,11,24,1,1,2,22,25,0,23,2,1,12,11,1,0,2,6.0
33004030081P7,2016,19,6,26,14,12,25,1,1,2,23,26,0,24,2,1,12,12,1,0,2,6.0
33004030081P7,2017,19,7,23,12,11,23,0,0,0,23,23,0,22,1,0,10,13,0,0,2,7.0
33004030081P7,2018,19,7,22,12,10,22,0,0,0,22,22,0,21,1,0,10,12,0,0,2,7.0
33004030081P7,2019,19,7,27,13,14,24,3,1,0,26,27,0,25,2,1,11,15,0,0,2,7.0
33004030082P3,2013,18,5,20,11,9,20,0,0,20,0,20,0,20,0,0,19,1,0,0,2,5.0
33004030082P3,2014,18,5,22,14,8,22,0,1,21,0,22,0,22,0,2,19,1,0,0,2,5.0
33004030082P3,2015,18,5,20,12,8,20,0,1,19,0,20,0,20,0,2,17,1,0,0,2,5.0
33004030082P3,2016,18,5,19,11,8,19,0,1,18,0,19,0,19,0,2,16,1,0,0,2,5.0
33004030082P3,2017,18,5,20,12,8,20,0,1,19,0,20,0,20,0,2,17,1,0,0,2,5.0
33004030082P3,2018,18,5,20,12,8,20,0,1,19,0,20,0,19,1,2,17,1,0,0,2,5.0
33004030082P3,2019,18,5,20,12,8,20,0,2,18,0,20,0,20,0,3,16,1,0,0,2,5.0
33004030083P0,2013,38,3,18,13,5,14,4,2,8,8,18,0,14,4,1,14,3,0,0,1,3.0
33004030083P0,2014,38,3,21,16,5,17,4,3,8,10,21,0,17,4,2,16,3,0,0,1,3.0
33004030083P0,2015,38,3,21,16,5,17,4,3,8,10,21,0,17,4,2,16,3,0,0,1,3.0
33004030083P0,2016,38,3,20,15,5,16,4,3,7,10,20,0,16,4,2,15,3,0,0,1,3.0
33004030083P0,2017,38,4,25,17,8,21,4,7,8,10,25,0,20,5,3,19,3,0,0,1,4.0
33004030083P0,2018,38,4,25,17,8,21,4,7,8,10,25,0,20,5,3,19,3,0,0,1,4.0
33004030083P0,2019,38,4,27,18,9,23,4,7,8,12,27,0,23,4,3,21,3,0,0,1,4.0
33004030170P0,2017,12,3,19,4,15,19,0,0,0,19,19,0,19,0,0,7,12,0,0,1,3.0
33004030170P0,2018,12,3,23,6,17,23,0,0,0,23,22,1,23,0,0,9,14,0,0,1,3.0
33004030170P0,2019,12,3,23,6,17,23,0,0,0,23,23,0,23,0,0,10,13,0,0,1,3.0
33004048018P5,2013,40,5,25,7,18,25,0,1,21,3,25,0,24,1,0,22,0,2,1,2,5.0
33004048018P5,2014,40,5,25,7,18,25,0,1,21,3,25,0,24,1,0,22,0,2,1,2,5.0
33004048018P5,2015,40,5,23,7,16,23,0,0,21,2,23,0,22,1,0,22,0,1,0,2,5.0
33004048018P5,2016,40,5,24,7,17,23,1,1,21,2,24,0,22,2,1,22,0,1,0,2,5.0
33004048018P5,2017,40,4,23,7,16,22,1,1,20,2,23,0,21,2,1,21,0,1,0,2,4.0
33004048018P5,2018,40,4,23,7,16,22,1,1,19,3,23,0,21,2,1,21,0,1,0,2,4.0
33004048018P5,2019,40,4,20,5,15,19,1,1,16,3,20,0,19,1,1,18,0,1,0,2,4.0
33004048019P1,2013,41,4,22,12,10,22,0,1,20,1,22,0,22,0,0,20,0,2,0,2,4.0
33004048019P1,2014,41,4,21,12,9,21,0,0,20,1,21,0,21,0,0,20,0,1,0,2,4.0
33004048019P1,2015,41,4,21,12,9,21,0,0,20,1,21,0,21,0,0,20,0,1,0,2,4.0
33004048019P1,2016,41,4,20,9,11,19,1,2,17,1,20,0,19,1,2,17,0,1,0,2,4.0
33004048019P1,2017,41,5,22,11,11,22,0,2,16,4,22,0,22,0,0,16,4,2,0,2,5.0
33004048019P1,2018,41,5,25,14,11,25,0,2,17,6,25,0,25,0,0,16,7,2,0,2,5.0
33004048019P1,2019,41,5,25,14,11,25,0,2,17,6,25,0,25,0,0,16,7,2,0,2,5.0
33004048021P6,2013,37,4,20,6,14,19,1,0,20,0,20,0,20,0,0,16,3,1,0,2,4.0
33004048021P6,2014,37,4,20,5,15,19,1,0,18,2,20,0,20,0,0,17,3,0,0,2,4.0
33004048021P6,2015,37,4,22,7,15,21,1,0,19,3,22,0,22,0,0,18,4,0,0,2,4.0
33004048021P6,2016,37,4,21,6,15,20,1,0,18,3,21,0,21,0,0,17,4,0,0,2,4.0
33004048021P6,2017,37,4,21,7,14,20,1,3,16,2,21,0,21,0,0,14,4,3,0,2,4.0
33004048021P6,2018,37,4,21,7,14,20,1,3,16,2,21,0,20,1,0,14,4,3,0,2,4.0
33004048021P6,2019,37,4,19,7,12,19,0,3,14,2,19,0,19,0,0,12,4,3,0,2,4.0
33004048023P9,2013,7,3,19,6,13,18,1,0,19,0,19,0,19,0,0,18,1,0,0,1,3.0
33004048023P9,2014,7,3,19,6,13,18,1,0,19,0,19,0,19,0,0,18,1,0,0,1,3.0
33004048023P9,2015,7,3,19,6,13,18,1,0,19,0,19,0,19,0,0,18,1,0,0,1,3.0
33004048023P9,2016,7,3,19,6,13,18,1,0,19,0,19,0,19,0,0,18,1,0,0,1,3.0
33004048023P9,2017,7,4,19,6,13,18,1,0,18,1,19,0,19,0,0,18,1,0,0,1,4.0
33004048023P9,2018,7,4,25,8,17,25,0,2,18,5,25,0,25,0,2,20,3,0,0,2,4.0
33004048023P9,2019,7,4,27,9,18,27,0,2,20,5,27,0,27,0,2,22,3,0,0,2,4.0
33004056079P0,2013,46,6,34,14,20,34,0,0,34,0,34,0,34,0,0,31,2,1,0,2,6.0
33004056079P0,2014,46,6,39,17,22,37,2,2,35,2,39,0,37,2,1,33,2,1,2,2,6.0
33004056079P0,2015,46,6,40,18,22,39,1,1,35,4,40,0,39,1,1,35,2,1,1,2,6.0
33004056079P0,2016,46,6,42,20,22,42,0,1,35,6,42,0,42,0,1,38,2,1,0,2,6.0
33004056079P0,2017,46,6,43,21,22,43,0,1,35,7,43,0,43,0,2,35,2,4,0,2,6.0
33004056079P0,2018,46,5,41,21,20,41,0,2,32,7,41,0,41,0,3,31,2,5,0,2,5.0
33004056079P0,2019,46,5,40,20,20,40,0,2,31,7,40,0,40,0,3,31,1,5,0,2,5.0
33004056080P8,2013,13,4,18,0,18,18,0,0,18,0,18,0,16,2,0,15,3,0,0,2,4.0
33004056080P8,2014,13,4,18,0,18,18,0,0,18,0,18,0,16,2,0,15,3,0,0,2,4.0
33004056080P8,2015,13,4,17,0,17,17,0,0,17,0,17,0,15,2,0,14,3,0,0,2,4.0
33004056080P8,2016,13,4,16,0,16,16,0,0,16,0,16,0,14,2,0,13,3,0,0,2,4.0
33004056080P8,2017,13,4,14,0,14,14,0,0,14,0,14,0,12,2,0,11,3,0,0,2,4.0
33004056080P8,2018,13,4,15,0,15,15,0,0,15,0,15,0,13,2,0,12,3,0,0,2,4.0
33004056080P8,2019,13,4,16,0,16,16,0,0,15,1,16,0,12,4,0,13,3,0,0,2,4.0
33004056081P4,2013,31,4,15,6,9,14,1,1,14,0,15,0,14,1,1,12,1,1,0,2,4.0
33004056081P4,2014,31,4,21,9,12,20,1,1,20,0,21,0,20,1,1,14,5,1,0,2,4.0
33004056081P4,2015,31,4,22,9,13,21,1,1,20,1,22,0,21,1,1,14,6,1,0,2,4.0
33004056081P4,2016,31,4,21,8,13,20,1,1,18,2,21,0,19,2,1,13,7,0,0,2,4.0
33004056081P4,2017,31,4,20,8,12,20,0,1,17,2,20,0,19,1,1,14,5,0,0,2,4.0
33004056081P4,2018,31,4,20,8,12,20,0,0,17,3,20,0,19,1,0,15,5,0,0,2,4.0
33004056081P4,2019,31,4,20,8,12,20,0,0,16,4,20,0,19,1,0,15,5,0,0,2,4.0
33004056082P0,2013,29,5,14,2,12,13,1,1,13,0,14,0,14,0,0,12,0,2,0,2,5.0
33004056082P0,2014,29,5,16,3,13,15,1,1,15,0,16,0,14,2,0,14,1,1,0,2,5.0
33004056082P0,2015,29,5,15,3,12,14,1,1,14,0,15,0,13,2,0,13,1,1,0,2,5.0
33004056082P0,2016,29,5,15,3,12,14,1,1,14,0,15,0,13,2,0,13,1,1,0,2,5.0
33004056082P0,2017,29,6,15,3,12,14,1,1,14,0,15,0,13,2,0,13,1,1,0,2,6.0
33004056082P0,2018,29,6,15,3,12,14,1,0,14,1,15,0,13,2,0,13,2,0,0,2,6.0
33004056082P0,2019,29,6,16,5,11,15,1,0,14,2,16,0,14,2,0,13,3,0,0,2,6.0
33004056083P7,2013,47,6,49,6,43,48,1,0,49,0,48,1,44,5,0,46,3,0,0,2,6.0
33004056083P7,2014,47,6,52,7,45,49,3,4,48,0,51,1,45,7,4,45,3,0,0,2,6.0
33004056083P7,2015,47,6,45,6,39,44,1,0,45,0,45,0,40,5,0,42,3,0,0,2,6.0
33004056083P7,2016,47,6,46,6,40,45,1,1,44,1,46,0,40,6,1,41,4,0,0,2,6.0
33004056083P7,2017,47,6,44,7,37,43,1,1,39,4,44,0,40,4,1,38,5,0,0,2,6.0
33004056083P7,2018,47,6,45,8,37,44,1,2,39,4,44,1,41,4,2,38,5,0,0,2,6.0
33004056083P7,2019,47,6,49,8,41,48,1,2,40,7,49,0,45,4,2,41,6,0,0,2,6.0
33004056085P0,2013,37,4,14,11,3,14,0,2,0,12,14,0,14,0,1,12,0,1,0,2,4.0
33004056085P0,2014,37,4,15,11,4,15,0,2,0,13,15,0,15,0,1,13,0,1,0,2,4.0
33004056085P0,2015,37,4,17,12,5,17,0,2,1,14,17,0,17,0,1,15,0,1,0,2,4.0
33004056085P0,2016,37,4,17,12,5,17,0,2,1,14,17,0,17,0,1,15,0,1,0,2,4.0
33004056085P0,2017,37,4,19,13,6,19,0,3,1,15,19,0,19,0,1,15,1,2,0,2,4.0
33004056085P0,2018,37,4,19,13,6,19,0,3,1,15,19,0,19,0,1,16,0,2,0,2,4.0
33004056085P0,2019,37,4,21,14,7,20,1,3,1,17,21,0,20,1,1,18,0,2,0,2,4.0
33004056086P6,2013,13,4,16,8,8,15,1,2,14,0,16,0,16,0,0,16,0,0,0,2,4.0
33004056086P6,2014,13,4,18,9,9,17,1,2,16,0,18,0,18,0,0,18,0,0,0,2,4.0
33004056086P6,2015,13,4,17,9,8,16,1,0,17,0,17,0,17,0,0,17,0,0,0,2,4.0
33004056086P6,2016,13,4,16,9,7,15,1,0,16,0,16,0,16,0,0,16,0,0,0,2,4.0
33004056086P6,2017,13,5,16,9,7,15,1,0,16,0,16,0,16,0,0,16,0,0,0,2,5.0
33004056086P6,2018,13,5,15,8,7,14,1,0,15,0,15,0,15,0,0,15,0,0,0,2,5.0
33004056086P6,2019,13,5,15,8,7,14,1,0,14,1,15,0,15,0,0,14,1,0,0,2,5.0
33004056087P2,2013,14,4,18,2,16,17,1,0,18,0,18,0,18,0,0,17,0,1,0,2,4.0
33004056087P2,2014,14,4,17,2,15,16,1,0,17,0,17,0,17,0,0,16,0,1,0,2,4.0
33004056087P2,2015,14,4,16,2,14,15,1,0,16,0,16,0,16,0,0,15,0,1,0,2,4.0
33004056087P2,2016,14,4,16,2,14,15,1,0,16,0,16,0,16,0,0,15,0,1,0,2,4.0
33004056087P2,2017,14,4,17,2,15,16,1,0,17,0,17,0,17,0,0,16,0,1,0,2,4.0
33004056087P2,2018,14,4,18,2,16,17,1,0,17,1,18,0,18,0,0,17,0,1,0,2,4.0
33004056087P2,2019,14,4,17,2,15,16,1,0,16,1,17,0,17,0,0,15,0,2,0,2,4.0
33004056088P9,2013,45,4,20,6,14,20,0,2,14,4,20,0,20,0,0,15,4,1,0,1,4.0
33004056088P9,2014,45,4,20,6,14,20,0,2,14,4,20,0,20,0,0,15,4,1,0,1,4.0
33004056088P9,2015,45,4,19,6,13,19,0,2,11,6,19,0,19,0,0,13,5,1,0,1,4.0
33004056088P9,2016,45,4,18,6,12,18,0,2,10,6,18,0,18,0,0,12,5,1,0,1,4.0
33004056088P9,2017,45,4,21,7,14,21,0,2,13,6,21,0,21,0,0,14,6,1,0,1,4.0
33004056088P9,2018,45,4,23,8,15,23,0,2,15,6,23,0,23,0,0,15,7,1,0,1,4.0
33004056088P9,2019,45,4,24,8,16,24,0,3,15,6,24,0,24,0,1,15,7,1,0,1,4.0
33004056089P5,2013,10,4,17,3,14,17,0,0,17,0,17,0,15,2,0,17,0,0,0,2,4.0
33004056089P5,2014,10,4,16,3,13,16,0,0,16,0,16,0,14,2,0,16,0,0,0,2,4.0
33004056089P5,2015,10,4,17,3,14,17,0,0,17,0,17,0,14,3,0,17,0,0,0,2,4.0
33004056089P5,2016,10,4,17,3,14,17,0,0,17,0,17,0,14,3,0,17,0,0,0,2,4.0
33004056089P5,2017,10,5,17,4,13,17,0,0,13,4,17,0,12,5,0,16,1,0,0,2,5.0
33004056089P5,2018,10,5,20,4,16,20,0,0,13,7,20,0,15,5,0,17,3,0,0,2,5.0
33004056089P5,2019,10,5,20,4,16,20,0,0,13,7,20,0,15,5,0,17,3,0,0,2,5.0
33004056090P3,2013,29,3,11,6,5,11,0,1,10,0,11,0,10,1,0,10,0,1,0,1,3.0
33004056090P3,2014,29,3,11,6,5,11,0,1,10,0,11,0,10,1,0,10,0,1,0,1,3.0
33004056090P3,2015,29,3,11,6,5,11,0,1,10,0,11,0,10,1,0,10,0,1,0,1,3.0
33004056090P3,2016,29,3,11,6,5,11,0,1,10,0,11,0,10,1,0,10,0,1,0,1,3.0
33004056090P3,2017,29,4,11,6,5,11,0,1,10,0,11,0,10,1,0,10,0,1,0,1,4.0
33004056090P3,2018,29,4,14,6,8,14,0,1,11,2,14,0,12,2,0,13,0,1,0,1,4.0
33004056090P3,2019,29,4,13,6,7,13,0,1,10,2,13,0,11,2,0,12,0,1,0,1,4.0
33004056091P0,2014,46,3,17,10,7,17,0,0,17,0,17,0,17,0,0,17,0,0,0,1,3.0
33004056091P0,2015,46,3,17,10,7,17,0,0,17,0,17,0,17,0,0,17,0,0,0,1,3.0
33004056091P0,2016,46,3,17,10,7,17,0,0,17,0,17,0,17,0,0,17,0,0,0,1,3.0
33004056091P0,2017,46,4,26,16,10,26,0,0,24,2,26,0,26,0,0,25,1,0,0,1,4.0
33004056091P0,2018,46,4,25,15,10,25,0,0,23,2,25,0,25,0,0,24,1,0,0,1,4.0
33004056091P0,2019,46,4,26,15,11,26,0,0,24,2,26,0,26,0,1,24,1,0,0,1,4.0
33004056092P6,2016,45,4,13,4,9,13,0,1,2,10,13,0,13,0,0,13,0,0,0,1,4.0
33004056092P6,2017,45,4,13,4,9,13,0,1,2,10,13,0,13,0,0,13,0,0,0,1,4.0
33004056092P6,2018,45,4,16,6,10,16,0,1,2,13,16,0,16,0,0,16,0,0,0,1,4.0
33004056092P6,2019,45,4,16,6,10,16,0,1,2,13,16,0,16,0,0,16,0,0,0,1,4.0
33004064006P8,2013,17,4,25,10,15,25,0,0,25,0,25,0,25,0,0,24,1,0,0,2,4.0
33004064006P8,2014,17,4,26,11,15,26,0,1,25,0,26,0,26,0,0,25,1,0,0,2,4.0
33004064006P8,2015,17,4,26,11,15,25,1,2,24,0,26,0,25,1,1,24,1,0,0,2,4.0
33004064006P8,2016,17,4,26,11,15,25,1,2,23,1,26,0,25,1,1,24,1,0,0,2,4.0
33004064006P8,2017,17,4,28,11,17,27,1,2,24,2,28,0,27,1,1,26,1,0,0,2,4.0
33004064006P8,2018,17,4,25,11,14,23,2,2,20,3,25,0,23,2,1,24,0,0,0,2,4.0
33004064006P8,2019,17,4,24,10,14,22,2,2,21,1,24,0,22,2,1,22,1,0,0,2,4.0
33004064012P8,2013,7,5,26,5,21,26,0,3,23,0,26,0,26,0,3,20,2,1,0,2,5.0
33004064012P8,2014,7,5,29,6,23,29,0,5,23,1,29,0,29,0,6,20,2,1,0,2,5.0
33004064012P8,2015,7,5,29,7,22,29,0,5,22,2,29,0,29,0,6,20,2,1,0,2,5.0
33004064012P8,2016,7,5,28,7,21,28,0,8,1,19,28,0,28,0,6,20,0,2,0,2,5.0
33004064012P8,2017,7,6,29,7,22,29,0,10,2,17,29,0,29,0,8,19,0,2,0,2,6.0
33004064012P8,2018,7,6,33,8,25,33,0,10,2,21,33,0,33,0,9,22,0,2,0,2,6.0
33004064012P8,2019,7,6,33,8,25,33,0,10,2,21,33,0,32,1,9,22,0,2,0,2,6.0
33004064014P0,2013,42,5,23,7,16,23,0,0,4,19,23,0,23,0,0,22,1,0,0,2,5.0
33004064014P0,2014,42,5,23,7,16,23,0,0,4,19,23,0,23,0,0,22,1,0,0,2,5.0
33004064014P0,2015,42,5,22,7,15,22,0,0,3,19,22,0,22,0,0,21,1,0,0,2,5.0
33004064014P0,2016,42,5,22,7,15,22,0,0,3,19,22,0,22,0,0,21,1,0,0,2,5.0
33004064014P0,2017,42,5,19,7,12,19,0,0,3,16,19,0,19,0,0,18,1,0,0,2,5.0
33004064014P0,2018,42,5,20,8,12,20,0,0,4,16,20,0,19,1,0,19,1,0,0,2,5.0
33004064014P0,2019,42,5,19,8,11,19,0,0,4,15,19,0,18,1,0,18,1,0,0,2,5.0
33004064020P0,2013,15,5,37,20,17,37,0,0,36,1,37,0,37,0,0,37,0,0,0,2,5.0
33004064020P0,2014,15,5,37,20,17,37,0,0,36,1,37,0,37,0,0,37,0,0,0,2,5.0
33004064020P0,2015,15,5,40,20,20,40,0,0,36,4,40,0,40,0,0,40,0,0,0,2,5.0
33004064020P0,2016,15,5,37,18,19,37,0,0,33,4,37,0,37,0,0,37,0,0,0,2,5.0
33004064020P0,2017,15,5,42,21,21,41,1,1,36,5,42,0,41,1,1,40,0,0,1,2,5.0
33004064020P0,2018,15,5,43,22,21,41,2,1,37,5,43,0,41,2,1,40,0,0,2,2,5.0
33004064020P0,2019,15,5,43,23,20,41,2,2,37,4,43,0,41,2,2,39,0,0,2,2,5.0
33004064021P7,2013,42,4,32,7,25,32,0,1,31,0,32,0,31,1,1,30,0,1,0,2,4.0
33004064021P7,2014,42,4,31,8,23,31,0,1,30,0,31,0,29,2,1,29,0,1,0,2,4.0
33004064021P7,2015,42,4,31,7,24,31,0,1,30,0,31,0,29,2,1,27,2,1,0,2,4.0
33004064021P7,2016,42,4,30,7,23,30,0,1,29,0,30,0,28,2,1,26,3,0,0,2,4.0
33004064021P7,2017,42,4,31,7,24,31,0,1,30,0,31,0,29,2,1,26,4,0,0,2,4.0
33004064021P7,2018,42,4,32,7,25,32,0,2,30,0,32,0,30,2,2,24,5,1,0,2,4.0
33004064021P7,2019,42,4,33,8,25,33,0,2,31,0,33,0,31,2,2,25,5,1,0,2,4.0
33004064022P3,2013,24,5,50,16,34,49,1,0,50,0,50,0,41,9,0,47,3,0,0,2,5.0
33004064022P3,2014,24,5,26,7,19,25,1,0,26,0,26,0,22,4,0,24,2,0,0,2,5.0
33004064022P3,2015,24,5,26,7,19,25,1,0,26,0,26,0,22,4,0,24,2,0,0,2,5.0
33004064022P3,2016,24,5,27,8,19,26,1,0,26,1,27,0,23,4,0,25,2,0,0,2,5.0
33004064022P3,2017,24,6,29,9,20,28,1,3,0,26,29,0,24,5,1,25,1,2,0,2,6.0
33004064022P3,2018,24,6,29,9,20,28,1,3,0,26,29,0,24,5,1,25,1,2,0,2,6.0
33004064022P3,2019,24,6,30,10,20,29,1,5,0,25,30,0,25,5,2,23,2,3,0,2,6.0
33004064025P2,2013,7,4,24,13,11,24,0,7,17,0,24,0,24,0,7,14,3,0,0,2,4.0
33004064025P2,2014,7,4,22,13,9,22,0,5,17,0,22,0,22,0,5,14,3,0,0,2,4.0
33004064025P2,2015,7,4,23,14,9,23,0,5,17,1,23,0,23,0,5,14,4,0,0,2,4.0
33004064025P2,2016,7,4,23,14,9,23,0,5,17,1,23,0,23,0,5,14,4,0,0,2,4.0
33004064025P2,2017,7,5,19,12,7,19,0,4,13,2,19,0,19,0,4,12,3,0,0,2,5.0
33004064025P2,2018,7,5,17,9,8,17,0,4,10,3,17,0,17,0,4,11,2,0,0,2,5.0
33004064025P2,2019,7,5,17,10,7,17,0,3,11,3,17,0,17,0,3,12,2,0,0,2,5.0
33004064026P9,2013,6,6,28,7,21,28,0,7,21,0,28,0,26,2,6,22,0,0,0,2,6.0
33004064026P9,2014,6,6,27,6,21,27,0,7,20,0,27,0,25,2,6,21,0,0,0,2,6.0
33004064026P9,2015,6,6,29,6,23,29,0,7,20,2,29,0,27,2,6,23,0,0,0,2,6.0
33004064026P9,2016,6,6,29,7,22,29,0,7,19,3,29,0,27,2,6,23,0,0,0,2,6.0
33004064026P9,2017,6,5,28,6,22,28,0,4,18,6,28,0,26,2,4,24,0,0,0,2,5.0
33004064026P9,2018,6,5,27,6,21,27,0,3,7,17,27,0,25,2,3,24,0,0,0,2,5.0
33004064026P9,2019,6,5,27,6,21,27,0,3,7,17,27,0,25,2,3,24,0,0,0,2,5.0
33004064034P1,2013,42,5,19,6,13,19,0,0,19,0,19,0,19,0,0,18,1,0,0,2,5.0
33004064034P1,2014,42,5,19,6,13,19,0,0,19,0,19,0,19,0,0,18,1,0,0,2,5.0
33004064034P1,2015,42,5,19,6,13,19,0,0,19,0,19,0,19,0,0,18,1,0,0,2,5.0
33004064034P1,2016,42,5,19,6,13,19,0,0,19,0,19,0,19,0,0,18,1,0,0,2,5.0
33004064034P1,2017,42,6,19,5,14,19,0,0,19,0,19,0,19,0,0,17,2,0,0,2,6.0
33004064034P1,2018,42,6,19,5,14,19,0,0,19,0,19,0,19,0,0,17,2,0,0,2,6.0
33004064034P1,2019,42,6,20,5,15,20,0,1,19,0,20,0,20,0,1,17,2,0,0,2,6.0
33004064038P7,2013,42,5,18,2,16,18,0,1,16,1,18,0,18,0,1,15,0,2,0,2,5.0
